,Canada,Maldives,Lithuania,Cambodia,Ethiopia,Argentina,Bolivia,Cameroon,Burkina Faso,Ghana,Saudi Arabia,Japan,Slovenia,Guatemala,Bosnia and Herzegovina,Guinea,Jordan,Dominica,Australia,Liberia,Congo (Kinshasa),Paraguay,Pakistan,Oman,Tanzania,North Macedonia,Cabo Verde,West Bank and Gaza,Gabon,Monaco,New Zealand,Jamaica,Albania,United Arab Emirates,Kosovo,India,Azerbaijan,Madagascar,Congo (Brazzaville),Saint Vincent and the Grenadines,Kenya,South Korea,Turkey,Afghanistan,Bangladesh,Eritrea,Saint Lucia,San Marino,Mongolia,France,Diamond Princess,Rwanda,Slovakia,Somalia,Peru,Laos,Norway,Cote d'Ivoire,Benin,Cuba,Montenegro,Saint Kitts and Nevis,Togo,China,Armenia,Antigua and Barbuda,Dominican Republic,Ukraine,Bahrain,Finland,Libya,Indonesia,Central African Republic,Mauritius,Liechtenstein,Vietnam,Mali,Russia,Bulgaria,Romania,Angola,Chad,South Africa,Fiji,Sweden,Malaysia,Austria,Mozambique,Uganda,Hungary,Niger,Brazil,Kuwait,Panama,Costa Rica,Luxembourg,Bahamas,Ireland,Nigeria,total,Ecuador,Brunei,Belarus,Iran,Bhutan,Algeria,El Salvador,Czechia,Chile,Belgium,Thailand,Haiti,Belize,Georgia,Gambia,Philippines,Moldova,Morocco,Croatia,Guinea-Bissau,Switzerland,Grenada,Seychelles,Portugal,Estonia,Uruguay,Equatorial Guinea,Lebanon,Uzbekistan,Egypt,Djibouti,Timor-Leste,Spain,Colombia,Taiwan,Cyprus,Eswatini,Barbados,Qatar,Italy,USA,Sudan,Nepal,Malta,Netherlands,Suriname,Venezuela,Holy See,Israel,Iceland,Zambia,Senegal,Papua New Guinea,Zimbabwe,Germany,Denmark,Kazakhstan,Poland,Mauritania,Kyrgyzstan,Iraq,Andorra,Trinidad and Tobago,Latvia,Guyana,Syria,Burma,Honduras,Mexico,Tunisia,Nicaragua,Singapore,Serbia,United Kingdom,Greece,Sri Lanka,Namibia
2020-02-21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2458,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2708,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2770,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2814,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2941,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2996,0,0,0,54,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3085,0,0,0,66,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,2947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3160,0,0,0,77,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,79,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3254,0,0,0,92,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,107,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348,0,0,0,107,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,148,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-03-06,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,1,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3460,0,0,0,124,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,197,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,1,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558,0,0,0,145,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,233,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2020-03-08,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3802,0,0,0,194,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,17,0,1,0,0,0,0,366,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2020-03-09,1,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,1,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3988,0,0,0,237,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,28,0,1,0,0,0,0,463,22,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2020-03-10,1,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,2,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262,0,0,0,291,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,35,0,1,0,0,0,0,631,28,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
2020-03-11,1,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,60,0,0,0,0,0,2,0,48,7,0,0,0,0,0,0,0,0,0,0,0,0,3161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4615,0,0,0,354,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,3,0,1,0,0,54,0,1,0,0,0,0,827,36,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
2020-03-12,1,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,66,0,0,0,0,0,3,0,48,7,0,0,0,0,0,0,0,0,0,0,0,0,3172,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4720,0,0,0,429,0,1,0,0,0,3,1,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,3,0,1,0,0,55,0,1,0,0,0,0,827,40,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0
2020-03-13,1,0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,66,0,0,0,0,0,5,0,79,7,0,0,0,0,0,0,0,0,0,0,0,0,3180,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5404,0,0,0,514,0,2,0,0,0,3,1,0,0,0,0,5,0,1,0,0,11,0,0,0,0,0,0,3,0,2,0,0,133,0,1,0,0,0,0,1266,47,1,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0
2020-03-14,1,0,0,0,0,2,0,0,0,0,0,22,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,72,0,0,0,0,0,5,0,91,7,0,0,0,0,0,3,0,0,0,0,0,0,3193,0,0,0,1,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,2,0,5819,2,0,0,611,0,3,0,0,0,4,1,0,0,0,0,8,0,1,0,0,13,0,0,0,0,0,0,3,0,2,0,0,195,0,1,0,0,0,0,1441,54,1,0,0,12,0,0,0,0,0,0,0,0,0,9,1,0,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,21,3,0,0
2020-03-15,1,0,0,0,0,2,0,0,0,0,0,22,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,75,0,0,0,0,0,5,0,91,7,0,0,0,0,0,3,0,0,0,0,0,0,3203,0,0,0,1,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,1,0,2,0,6440,2,0,0,724,0,4,0,0,0,4,1,0,0,0,0,11,0,1,0,0,14,0,0,0,0,0,0,3,0,2,0,0,289,0,1,0,0,0,0,1809,63,1,0,0,20,0,0,0,0,5,0,0,0,0,11,2,0,3,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,21,4,0,0
2020-03-16,4,0,0,0,0,2,0,0,0,0,0,27,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,75,0,0,0,0,0,7,0,149,7,0,0,0,0,0,3,0,0,0,0,0,0,3217,0,0,0,1,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,6,0,3,0,0,1,0,0,0,1,0,1,0,2,0,7126,2,0,0,853,0,4,0,0,0,5,1,0,0,0,0,12,0,1,0,0,14,0,0,0,0,0,0,3,0,2,0,0,342,0,1,0,0,0,0,2158,85,1,0,0,24,0,0,0,0,0,0,0,0,0,17,3,0,4,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,56,4,0,0
2020-03-17,5,0,0,0,0,2,0,0,0,0,0,29,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,81,1,0,0,0,0,7,0,149,7,0,0,0,0,0,3,0,0,0,0,0,0,3230,0,0,1,2,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,7,2,3,0,0,1,0,1,0,1,0,1,0,2,0,7905,2,0,0,988,0,4,0,0,0,10,1,0,0,0,0,12,0,2,0,0,27,0,0,1,0,0,0,3,0,4,0,0,533,0,1,0,0,0,0,2503,108,1,0,0,43,0,0,0,0,1,0,0,0,0,24,4,0,5,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,56,5,0,0
2020-03-18,8,0,0,0,0,2,0,0,1,0,0,29,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,84,1,0,1,0,0,11,0,149,7,0,1,0,0,0,6,0,0,1,0,0,0,3241,0,0,1,2,1,0,0,19,0,0,0,0,0,0,2,0,0,0,0,0,10,2,4,0,0,1,0,3,0,1,0,2,0,2,0,8733,2,0,0,1135,0,7,0,0,0,14,1,0,0,0,0,19,1,2,0,0,28,0,0,2,0,0,0,3,0,6,0,0,623,0,1,0,0,0,0,2978,118,1,0,0,58,0,0,0,0,1,0,0,0,0,28,4,0,5,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,72,5,0,0
2020-03-19,9,0,0,0,0,3,0,0,1,0,0,29,1,1,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,4,1,0,0,0,0,91,3,0,1,0,0,11,0,244,7,0,1,0,0,0,7,0,0,1,0,0,0,3249,0,0,2,2,1,0,0,25,0,0,0,0,0,1,3,0,0,0,0,0,11,2,6,0,0,1,0,6,0,1,1,4,0,3,0,9867,3,0,0,1284,0,9,0,0,0,21,1,0,0,0,0,17,1,2,1,0,41,0,0,3,0,0,0,4,0,6,0,0,830,0,1,0,0,0,0,3405,200,1,0,0,77,0,0,0,0,1,0,0,0,0,44,6,0,5,0,0,13,0,0,0,1,0,0,0,1,1,0,0,0,138,6,0,0
2020-03-20,12,0,0,0,0,3,0,0,1,0,0,33,1,1,0,0,0,0,7,0,0,0,3,0,0,0,0,0,1,0,0,1,2,2,0,5,1,0,0,0,0,94,4,0,1,0,0,14,0,451,7,0,1,0,3,0,7,0,0,1,0,0,0,3253,0,0,2,3,1,0,0,32,0,0,0,0,0,1,3,0,0,0,0,0,16,3,6,0,0,3,0,11,0,1,1,4,0,3,0,11299,5,0,0,1433,0,11,0,0,0,37,1,0,0,0,0,18,1,3,1,0,54,0,0,6,0,0,0,4,0,8,0,0,1043,0,2,0,0,0,0,4032,244,1,0,0,107,0,0,0,0,0,0,0,0,0,67,9,3,5,0,0,17,0,0,0,1,0,0,0,1,1,0,0,1,178,6,0,0
2020-03-21,19,0,1,0,0,4,0,0,2,1,0,35,1,1,1,0,0,0,7,0,1,1,3,0,0,0,0,0,1,0,0,1,2,2,0,4,1,0,0,0,0,102,9,0,2,0,0,20,0,563,8,0,1,0,5,0,7,0,0,1,0,0,0,3259,0,0,2,3,1,1,0,38,0,1,0,0,0,1,3,0,0,0,0,0,20,4,8,0,0,4,0,15,0,1,2,8,0,3,0,12973,7,0,0,1556,0,15,0,0,0,67,1,0,0,0,0,19,1,3,1,0,75,0,0,12,0,0,0,4,0,10,0,0,1375,0,2,0,0,0,0,4825,307,1,0,0,137,0,0,0,1,1,0,0,0,0,84,13,0,5,0,0,17,0,0,0,1,0,0,0,2,1,0,2,1,234,13,0,0
2020-03-22,21,0,1,0,0,4,0,0,4,1,0,41,2,1,1,0,0,0,7,0,1,1,5,0,0,1,0,0,1,0,0,1,2,2,0,7,1,0,0,0,0,111,30,1,2,0,0,20,0,676,8,0,0,0,5,0,7,0,0,1,0,0,0,3274,0,0,3,3,2,1,0,48,0,2,0,0,0,1,3,3,0,0,0,0,21,10,16,0,0,6,0,25,0,3,2,8,0,4,0,14651,14,0,0,1685,0,17,0,1,1,75,1,0,0,0,0,25,1,4,1,0,98,0,0,14,0,0,0,4,0,14,0,0,1772,2,2,1,0,0,0,5476,417,1,0,0,180,0,0,0,1,1,0,0,0,0,94,13,0,7,0,0,20,1,0,0,1,0,0,0,2,3,0,2,2,282,15,0,0
2020-03-23,25,0,1,0,0,4,0,0,4,2,0,42,3,1,1,0,0,0,7,0,1,1,6,0,0,2,0,0,1,0,0,1,4,2,0,10,1,0,0,0,0,111,37,1,3,0,0,20,0,862,8,0,0,0,5,0,10,0,0,1,1,0,0,3274,0,0,3,3,2,1,0,49,0,2,0,0,0,1,3,7,0,0,0,0,25,14,21,0,0,7,0,34,0,6,2,8,0,6,1,16505,18,0,0,1812,0,17,0,1,2,88,1,0,0,0,1,33,1,4,1,0,120,0,0,23,0,0,0,4,0,19,0,0,2311,3,2,1,0,0,0,6077,557,1,0,0,214,0,0,0,1,1,0,0,0,1,123,24,0,8,0,0,23,1,0,0,1,0,0,0,3,3,0,2,3,336,17,0,0
2020-03-24,26,0,2,0,0,6,0,0,4,2,1,43,4,1,3,0,0,0,8,0,2,2,7,0,0,2,1,0,1,0,0,1,5,2,0,10,1,0,0,0,0,120,44,1,4,0,0,21,0,1102,10,0,0,0,7,0,12,0,0,1,1,0,0,3281,0,0,6,3,3,1,0,55,0,2,0,0,0,1,3,11,0,0,0,0,36,16,28,0,0,9,0,46,0,6,2,8,0,7,1,18625,27,0,0,1934,0,19,0,3,2,122,4,0,0,0,1,35,1,5,1,0,122,0,0,33,0,0,0,4,0,20,0,0,2808,3,2,3,0,0,0,6820,706,1,0,0,277,0,0,0,3,2,0,0,0,1,157,32,0,10,0,0,27,1,0,0,1,0,0,0,4,4,0,2,3,423,20,0,0
2020-03-25,30,0,4,0,0,8,0,1,4,4,2,45,5,1,3,0,0,0,8,0,2,3,8,0,0,3,1,0,1,0,0,1,5,2,0,12,2,0,0,0,0,126,59,2,5,0,0,21,0,1333,10,0,0,0,9,0,14,0,0,1,1,0,0,3285,0,0,10,5,4,3,0,58,0,2,0,0,0,3,3,17,0,0,0,0,62,20,30,0,0,10,1,59,0,8,2,8,0,9,1,21181,28,0,0,2077,0,21,0,6,3,178,4,0,0,0,1,38,1,6,1,0,153,0,0,43,1,0,0,6,0,21,0,0,3647,4,2,3,0,0,0,7503,942,1,0,0,357,0,0,0,5,2,0,0,0,1,206,34,0,14,0,0,29,1,1,0,1,0,0,0,5,5,0,2,4,466,22,0,0
2020-03-26,38,0,4,0,0,9,0,1,7,4,3,47,6,1,3,0,0,0,13,0,3,3,9,0,0,3,1,1,1,0,0,1,6,2,1,20,3,0,0,0,1,131,75,4,5,0,0,21,0,1698,10,0,0,0,9,0,14,0,0,2,1,0,0,3291,1,0,10,5,4,5,0,78,0,2,0,0,0,3,3,23,0,0,0,0,77,23,49,0,0,10,1,77,0,8,2,9,0,19,1,23970,34,0,0,2234,0,25,0,9,4,220,4,0,0,0,1,45,1,11,3,0,191,0,0,60,1,0,0,6,0,24,0,0,4365,6,2,3,0,0,0,8215,1209,1,0,0,435,0,0,0,8,2,0,0,0,1,267,41,1,16,0,0,36,3,1,0,1,0,0,1,6,6,0,2,1,580,26,0,0
