,Canada,Maldives,Lithuania,Cambodia,Ethiopia,Argentina,Bolivia,Cameroon,Burkina Faso,Ghana,Saudi Arabia,Japan,Slovenia,Guatemala,Bosnia and Herzegovina,Guinea,Jordan,Dominica,Australia,Liberia,Congo (Kinshasa),Paraguay,Pakistan,Oman,Tanzania,North Macedonia,Cabo Verde,West Bank and Gaza,Gabon,Monaco,New Zealand,Jamaica,Albania,United Arab Emirates,Kosovo,India,Azerbaijan,Madagascar,Congo (Brazzaville),Saint Vincent and the Grenadines,Kenya,South Korea,Turkey,Afghanistan,Bangladesh,Eritrea,Saint Lucia,San Marino,Mongolia,France,Diamond Princess,Rwanda,Slovakia,Somalia,Peru,Laos,Norway,Cote d'Ivoire,Benin,Cuba,Montenegro,Saint Kitts and Nevis,Togo,China,Armenia,Antigua and Barbuda,Dominican Republic,Ukraine,Bahrain,Finland,Libya,Indonesia,Central African Republic,Mauritius,Liechtenstein,Vietnam,Mali,Russia,Bulgaria,Romania,Angola,Chad,South Africa,Fiji,Sweden,Malaysia,Austria,Mozambique,Uganda,Hungary,Niger,Brazil,Kuwait,Panama,Costa Rica,Luxembourg,Bahamas,Ireland,Nigeria,total,Ecuador,Brunei,Belarus,Iran,Bhutan,Algeria,El Salvador,Czechia,Chile,Belgium,Thailand,Haiti,Belize,Georgia,Gambia,Philippines,Moldova,Morocco,Croatia,Guinea-Bissau,Switzerland,Grenada,Seychelles,Portugal,Estonia,Uruguay,Equatorial Guinea,Lebanon,Uzbekistan,Egypt,Djibouti,Timor-Leste,Spain,Colombia,Taiwan,Cyprus,Eswatini,Barbados,Qatar,Italy,USA,Sudan,Nepal,Malta,Netherlands,Suriname,Venezuela,Holy See,Israel,Iceland,Zambia,Senegal,Papua New Guinea,Zimbabwe,Germany,Denmark,Kazakhstan,Poland,Mauritania,Kyrgyzstan,Iraq,Andorra,Trinidad and Tobago,Latvia,Guyana,Syria,Burma,Honduras,Mexico,Tunisia,Nicaragua,Singapore,Serbia,United Kingdom,Greece,Sri Lanka,Namibia
2020-01-22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2020-01-25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1406,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1434,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2020-01-26,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2075,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2118,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2020-01-27,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2877,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2927,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0
2020-01-28,2,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5509,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5578,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0
2020-01-29,2,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6087,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6166,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0
2020-01-30,2,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8141,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8234,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0
2020-01-31,4,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9802,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9927,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,1,0
2020-02-01,4,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11891,0,0,0,0,0,1,0,0,0,0,0,6,0,2,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12038,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,1,0
2020-02-02,4,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16630,0,0,0,0,0,1,0,0,0,0,0,6,0,2,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16787,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,1,0
2020-02-03,4,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19716,0,0,0,0,0,1,0,0,0,0,0,8,0,2,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,19881,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,1,0
2020-02-04,4,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,23707,0,0,0,0,0,1,0,0,0,0,0,8,0,2,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,23892,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,1,0
2020-02-05,5,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27440,0,0,0,0,0,1,0,0,0,0,0,8,0,2,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,27635,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,1,0
2020-02-06,5,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,23,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,30587,0,0,0,0,0,1,0,0,0,0,0,10,0,2,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,30794,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,1,0
2020-02-07,7,0,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,24,0,0,0,0,0,0,0,6,61,0,0,0,0,0,0,0,0,0,0,0,0,34110,0,0,0,0,0,1,0,0,0,0,0,10,0,2,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,34391,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,1,0
2020-02-08,7,0,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,24,0,0,0,0,0,0,0,11,61,0,0,0,0,0,0,0,0,0,0,0,0,36814,0,0,0,0,0,1,0,0,0,0,0,13,0,2,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,37120,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,3,0,1,0
2020-02-09,7,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,11,64,0,0,0,0,0,0,0,0,0,0,0,0,39829,0,0,0,0,0,1,0,0,0,0,0,13,0,2,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,40150,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,3,0,1,0
2020-02-10,7,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,27,0,0,0,0,0,0,0,11,135,0,0,0,0,0,0,0,0,0,0,0,0,42354,0,0,0,0,0,1,0,0,0,0,0,14,0,2,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,42762,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,3,11,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,8,0,1,0
2020-02-11,7,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0,11,135,0,0,0,0,0,0,0,0,0,0,0,0,44386,0,0,0,0,0,1,0,0,0,0,0,15,0,2,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,44802,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,3,12,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,8,0,1,0
2020-02-12,7,0,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0,11,175,0,0,0,0,0,0,0,0,0,0,0,0,44759,0,0,0,0,0,1,0,0,0,0,0,15,0,2,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,45221,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,3,12,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,9,0,1,0
2020-02-13,7,0,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0,11,175,0,0,0,0,0,0,0,0,0,0,0,0,59895,0,0,0,0,0,1,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,60368,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,9,0,1,0
2020-02-14,7,0,0,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0,11,218,0,0,0,0,0,0,0,0,0,0,0,0,66358,0,0,0,0,0,1,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,66885,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,18,0,0,0,0,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,9,0,1,0
2020-02-15,7,0,0,1,0,0,0,0,0,0,0,43,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0,12,285,0,0,0,0,0,0,0,0,0,0,0,0,68413,0,0,0,0,0,1,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,69030,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,18,0,0,0,0,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,9,0,1,0
2020-02-16,7,0,0,1,0,0,0,0,0,0,0,59,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,29,0,0,0,0,0,0,0,12,355,0,0,0,0,0,0,0,0,0,0,0,0,70513,0,0,0,0,0,1,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,71224,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,20,0,0,0,0,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,9,0,1,0
2020-02-17,8,0,0,1,0,0,0,0,0,0,0,66,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,30,0,0,0,0,0,0,0,12,454,0,0,0,0,0,0,0,0,0,0,0,0,72434,0,0,0,0,0,1,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,73258,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,22,0,0,0,0,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,9,0,1,0
2020-02-18,8,0,0,1,0,0,0,0,0,0,0,74,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,31,0,0,0,0,0,0,0,12,542,0,0,0,0,0,0,0,0,0,0,0,0,74211,0,0,0,0,0,1,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,75136,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,22,0,0,0,0,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,9,0,1,0
2020-02-19,8,0,0,1,0,0,0,0,0,0,0,84,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,31,0,0,0,0,0,0,0,12,621,0,0,0,0,0,0,0,0,0,0,0,0,74619,0,0,0,0,0,1,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,75639,0,0,0,2,0,0,0,0,0,1,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,23,0,0,0,0,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,9,0,1,0
2020-02-20,8,0,0,1,0,0,0,0,0,0,0,94,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,104,0,0,0,0,0,0,0,12,634,0,0,0,0,0,0,0,0,0,0,0,0,75077,0,0,0,0,0,1,0,0,0,0,0,16,0,2,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,76197,0,0,0,5,0,0,0,0,0,1,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,24,0,0,0,0,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,9,0,1,0
